,A,B,R_val,R_z_score,R_p_val
1482,Deuterosomal,Muscle_airway,0.005217497631060037,1.4132619618262017,0.07878935695123751
299,B_naive,SMG_Basal,0.005052802106862657,1.3686509363710937,0.08555420690006715
2992,Myoepithelial,NKT,0.00501492787886467,1.3583919560038686,0.08716967267857251
1726,Endothelia_vascular_Cap_a,Suprabasal,0.004940399156365268,1.338204384102565,0.09041491018817738
2194,Fibro_myofibroblast,Muscle_smooth_syst_arterial,0.004786258201026376,1.2964522714339968,0.09740985670441682
215,B_memory,Myoepithelial,0.004777615800000396,1.2941113069539834,0.09781348825536179
2485,Macro_interstitial,SMG_Mucous,0.004757204458816378,1.2885824933109251,0.09877163644188314
1774,Endothelia_vascular_Cap_g,SMG_Serous,0.00471557734926448,1.2773069710835163,0.1007469467365899
2881,Muscle_airway,Suprabasal,0.004573190393979025,1.238738660756503,0.10772114818102857
524,B_plasmablast,SMG_Serous,0.004557547063090738,1.2345013565804421,0.10850807076753866
2278,Fibro_perichondrial,Muscle_smooth_pulmonary,0.00451236168922351,1.222262008403781,0.11080428064996045
2994,Myoepithelial,NK_CD56bright,0.0045014805565368205,1.2193146393745864,0.11136239717972635
2106,Fibro_alveolar,Myoepithelial,0.004389281422121773,1.1889232947049397,0.11723492625774246
3146,Schwann_nonmyelinating,Secretory_Goblet,0.004290076916891898,1.1620518012041967,0.12260721199754854
3006,Myoepithelial,gdT,0.004274519848931219,1.1578378630405284,0.12346510435650399
451,B_plasma_IgG,SMG_Serous,0.0042199045731310765,1.1430442402579328,0.12651011167607418
2331,ILC,SMG_Mucous,0.004038233459360674,1.093835042130871,0.13701366611414223
225,B_memory,SMG_Mucous,0.004036710087142949,1.0934224067716907,0.13710419001105445
76,AT1,Suprabasal,0.00403129991195567,1.0919569543000922,0.13742601099590412
2995,Myoepithelial,Neuroendocrine,0.003949014620423726,1.0696683629555381,0.14238430581064782
2556,Macro_alveolar_metallothioneins,SMG_Mucous,0.0038906017019360068,1.0538460738783937,0.14597669770494182
930,CD8_EM_EMRA,Myoepithelial,0.0038479088786881827,1.042281882113373,0.14864050488777525
863,CD8_EM,Myoepithelial,0.0037920834758508335,1.0271604725962937,0.15217245363205584
1545,Dividing_AT2,Myoepithelial,0.0037757219462586588,1.0227286301605134,0.1532180853721689
2876,Muscle_airway,SMG_Serous,0.0037322713589598884,1.0109591830825118,0.1560179829595253
2374,Ionocyte_n_Brush,Schwann_nonmyelinating,0.0034076143009831453,0.9230194266855902,0.17799854074634486
996,CD8_TRM_EM,Myoepithelial,0.003219396410447198,0.8720369051706588,0.1915941223563662
1099,Chondrocyte,Fibro_myofibroblast,0.003104981754284468,0.8410454428137591,0.20016123854253826
2400,MAIT,Myoepithelial,0.0030386141847582797,0.8230684798819788,0.2052345260513559
2816,Monocyte_CD14,Myoepithelial,0.0030118289294277594,0.8158131660949487,0.20730350091903876
1430,DC_plasmacytoid,Myoepithelial,0.0028796970998517905,0.7800226584817657,0.21768876913951063
1576,Dividing_Basal,Fibro_peribronchial,0.0028508282355479914,0.7722029581796895,0.21999711487763735
734,CD4_TRM,SMG_Basal,0.00272092679671218,0.7370165958131298,0.2305561285544871
3003,Myoepithelial,Secretory_Goblet,0.00260163024367889,0.7047027755681023,0.2404976118470326
3005,Myoepithelial,T_reg,0.0023543896712522458,0.6377327985525648,0.26182381563861
138,AT2,Myoepithelial,0.0019521569754687763,0.528780153251968,0.29847898351234536
2122,Fibro_alveolar,Suprabasal,0.0019082404519900056,0.5168844981856937,0.3026183947929399
1490,Deuterosomal,NAF_perineurial,0.00190734008723939,0.5166406166655106,0.3027035284305415
2013,Erythrocyte,Myoepithelial,0.0018342062450040356,0.49683087554782746,0.30965416013785196
2554,Macro_alveolar_metallothioneins,SMG_Basal,0.0018003996574306733,0.48767369567827523,0.31289049320650575
2841,Monocyte_CD16,Myoepithelial,0.0017917034765861347,0.4853181638755227,0.3137253364250636
2800,Macrophage_intermediate,SMG_Mucous,0.0017746240862507512,0.48069187472332703,0.3153677534071495
1061,CD8_TRM,Myoepithelial,0.0017466400537369863,0.4731118485332286,0.31806669199266857
2878,Muscle_airway,Schwann_nonmyelinating,0.0016352051022863645,0.44292749786566216,0.32890908857352774
2790,Macrophage_intermediate,Myoepithelial,0.0015372602872899739,0.4163972162669755,0.3385596825526054
3126,SMG_Mucous,Schwann_nonmyelinating,0.0014988682321583745,0.4059979722249997,0.3423720451724992
2281,Fibro_perichondrial,NAF_endoneurial,0.00134213874765115,0.3635447054650708,0.3580990118983969
2370,Ionocyte_n_Brush,SMG_Duct,0.001322981774797128,0.3583556621817246,0.3600385838692616
656,CD4_EM_Effector,Myoepithelial,0.0013003010553770524,0.35221214276114493,0.3623395855476873
1185,Ciliated,Muscle_perivascular_immune_recruiting,0.0012744453519616466,0.34520861641247486,0.3649687707612881
513,B_plasmablast,Myoepithelial,0.0011518690288468538,0.3120064058647608,0.37751782750518487
1501,Deuterosomal,Schwann_nonmyelinating,0.0009751690708182163,0.26414374314853006,0.3958345791547474
579,Basal,Muscle_airway,0.0008133885770475778,0.2203223110791777,0.4128100726579363
1572,Dividing_Basal,Fibro_adventitial,0.0007886714727886044,0.21362719673015548,0.4154188945155628
2159,Fibro_immune_recruiting,SMG_Basal,0.00043943773859309043,0.11903036368381904,0.45262565002112065
3107,SMG_Basal,SMG_Serous,0.0003678639183501996,0.09964318523840925,0.4603138037755222
2588,Macro_alv,SMG_Basal,0.00021340463122604986,0.05780484613809954,0.4769520389879893
1654,Endothelia_Lymphatic,Muscle_smooth_pulmonary,0.0001275108925605481,0.03453883583991542,0.4862237371443076
2743,Megakaryocyte,SMG_Basal,-2.186473014855025e-05,-0.005922492660195527,0.5023627189150881
2475,Macro_interstitial,Myoepithelial,-4.313993444222632e-05,-0.01168530063529471,0.5046616543938076
2926,Muscle_pericyte_parenchyma,Suprabasal,-0.0002297007521158666,-0.06221897133899977,0.5248057725925288
2887,Muscle_pericyte_airway,Muscle_smooth_syst_arterial,-0.00023259005049712232,-0.06300159469359153,0.5251173827680706
2655,Macro_int,SMG_Mucous,-0.0003928204791113746,-0.1064031610957643,0.5423687574370814
2511,Macro_AW_CX3CR1,Myoepithelial,-0.0004416829257753277,-0.11963851683811016,0.5476152465909861
664,CD4_EM_Effector,SMG_Basal,-0.0007821552100213018,-0.21186213865950676,0.5838927054832319
598,Basal,Schwann_nonmyelinating,-0.0008648010801859143,-0.23424839982623077,0.5926039287781621
3118,SMG_Duct,Schwann_nonmyelinating,-0.000912677230851242,-0.24721659787795103,0.5976296996740595
2023,Erythrocyte,SMG_Mucous,-0.001202115581943417,-0.32561667408635386,0.6276428024591049
1188,Ciliated,Myoepithelial,-0.001202832237192363,-0.32581079427091303,0.6277162443300897
291,B_naive,Myoepithelial,-0.0012672197043570553,-0.34325140749141303,0.6342953331735008
3044,NK_CD16hi,SMG_Basal,-0.0012763595460334517,-0.3457271135658096,0.6352260971539933
2939,Muscle_perivascular_immune_recruiting,SMG_Basal,-0.00140677705530099,-0.38105326376982623,0.648418137064958
1975,Endothelia_vascular_venous_systemic,SMG_Mucous,-0.0014710714229220884,-0.3984686591458866,0.6548576219653175
2897,Muscle_pericyte_airway,SMG_Duct,-0.0015472885821506833,-0.41911357737929256,0.6624334358204691
3113,SMG_Basal,T_reg,-0.0017267111719316863,-0.46771371851214444,0.6800053353213411
2410,MAIT,SMG_Mucous,-0.0019781992021766183,-0.5358342031068924,0.7039634293150391
1779,Endothelia_vascular_Cap_g,Suprabasal,-0.002220504955789473,-0.6014674872839867,0.7262356697235085
3120,SMG_Duct,Secretory_Goblet,-0.0022464515385830046,-0.6084956301015662,0.7285705983179659
940,CD8_EM_EMRA,SMG_Mucous,-0.0025409204262894533,-0.6882583261992822,0.7543549400288332
587,Basal,NAF_perineurial,-0.002581729525536751,-0.6993122742297058,0.7578215510187101
1553,Dividing_AT2,SMG_Basal,-0.0025939236449671163,-0.7026152915701085,0.7588522348742957
1126,Chondrocyte,NAF_endoneurial,-0.0026031269024807914,-0.7051081750726402,0.7596285402894059
2237,Fibro_peribronchial,Muscle_smooth_syst_arterial,-0.0026133991460385924,-0.707890614492724,0.7604934057162864
2761,Mesothelia,Muscle_smooth_pulmonary,-0.0026896933768770907,-0.7285564090891521,0.766863474346061
1379,DC_activated,SMG_Basal,-0.0029372403589014865,-0.7956093831772063,0.7868704444778438
223,B_memory,SMG_Basal,-0.0030976940876438967,-0.8390714348156958,0.7992853877250563
1004,CD8_TRM_EM,SMG_Basal,-0.003180698902930336,-0.8615549233360157,0.8055337574016599
805,CD4_naive_CM,SMG_Mucous,-0.0032985871258287636,-0.8934872696350952,0.8142018567522504
1371,DC_activated,Myoepithelial,-0.0035247653617188224,-0.9547520980987415,0.830148461614018
2239,Fibro_peribronchial,NAF_endoneurial,-0.003526078752363384,-0.955107855814457,0.8302384216710632
3002,Myoepithelial,Secretory_Club,-0.0035392481022621996,-0.9586750335287657,0.8311387601762901
803,CD4_naive_CM,SMG_Basal,-0.00417584470749464,-1.1311097581459595,0.8709955511785755
2896,Muscle_pericyte_airway,SMG_Basal,-0.0041764442119983595,-1.1312721457445676,0.8710297178634829
2621,Macro_dividing,SMG_Basal,-0.004308202878651355,-1.1669615748327768,0.8783870562398484
1451,Deuterosomal,Endothelia_Lymphatic,-0.004475664531049447,-1.2123218605739514,0.8873054005044698
2676,Macro_CCL,Myoepithelial,-0.004491112188807434,-1.216506162830019,0.8881039175875023
2446,Macro_CHIT1,SMG_Basal,-0.0046814958395939126,-1.2680753231509347,0.8976144735094139
3131,SMG_Mucous,gdT,-0.0047887266542236745,-1.2971209005844007,0.9027052043996393
364,B_plasma_IgA,Muscle_smooth_pulmonary,-0.004847056098219617,-1.3129205789518998,0.9053951441540988
2686,Macro_CCL,SMG_Mucous,-0.004848762891709274,-1.313382897574004,0.9054730212617285
2851,Monocyte_CD16,SMG_Mucous,-0.004894866019622129,-1.325870837503784,0.9075587579541438
1721,Endothelia_vascular_Cap_a,SMG_Serous,-0.0050082404919687094,-1.3565805455936726,0.9125427366543033
1497,Deuterosomal,SMG_Duct,-0.005043123330542026,-1.366029249237104,0.9140351084746239
2329,ILC,SMG_Basal,-0.005125586848356545,-1.3883661166794299,0.9174872057071957
2921,Muscle_pericyte_parenchyma,SMG_Serous,-0.005219901928950329,-1.4139132132485348,0.9213063070751224
2645,Macro_int,Myoepithelial,-0.005439930203182427,-1.4735122035091806,0.9296935121479066
1485,Deuterosomal,Muscle_perivascular_immune_recruiting,-0.00547726488216299,-1.4836250364017374,0.9310457882037195
2653,Macro_int,SMG_Basal,-0.005615983079839242,-1.521199591495326,0.9358951210242475
1457,Deuterosomal,Endothelia_vascular_venous_systemic,-0.0058218320197205445,-1.5769578298670393,0.9425973856971657
411,B_plasma_IgG,Fibro_adventitial,-0.0059454837322125515,-1.6104513308011486,0.9463503188634944
871,CD8_EM,SMG_Basal,-0.00616165302388208,-1.6690050396543694,0.9524418094751604
376,B_plasma_IgA,SMG_Mucous,-0.006241644031240989,-1.6906721789579933,0.9545502846520325
1483,Deuterosomal,Muscle_pericyte_airway,-0.006481725372416533,-1.7557029372294983,0.960430427485449
1825,Endothelia_vascular_arterial_pulmonary,SMG_Mucous,-0.006575421518839864,-1.7810823832922056,0.962550503386148
2546,Macro_alveolar_metallothioneins,Myoepithelial,-0.006604598155041683,-1.7889854496726487,0.9631914205555465
2826,Monocyte_CD14,SMG_Mucous,-0.006641824994845444,-1.7990690722008997,0.9639961223879141
1603,Dividing_Basal,NAF_perineurial,-0.006854231840206789,-1.8566036483919195,0.9683162177491894
1667,Endothelia_Lymphatic,SMG_Serous,-0.00690209165914211,-1.8695674226730084,0.9692280436438214
2798,Macrophage_intermediate,SMG_Basal,-0.007302938772930736,-1.9781447558092744,0.9760438105914714
3060,NKT,SMG_Mucous,-0.007335132335405683,-1.9868650160717163,0.9765313213227247
2358,Ionocyte_n_Brush,Muscle_perivascular_immune_recruiting,-0.007482556159891941,-2.0267976615937884,0.9786584451413436
2762,Mesothelia,Muscle_smooth_syst_arterial,-0.007551494557460303,-2.045470983918388,0.9795957764942781
1634,Endothelia_Lymphatic,Ionocyte_n_Brush,-0.0076480240532513,-2.0716178984437637,0.98084945529735
3037,NAF_perineurial,Suprabasal,-0.007870629860755159,-2.131915064340683,0.9834930852119986
1943,Endothelia_vascular_venous_systemic,Ionocyte_n_Brush,-0.008129927181348993,-2.202150848985259,0.9861726726823854
3004,Myoepithelial,Suprabasal,-0.00814530879800056,-2.2063172627073553,0.9863191032386386
1250,DC_1,Myoepithelial,-0.008337855534358096,-2.2584723373446574,0.988041886346127
148,AT2,SMG_Mucous,-0.00847162835890163,-2.294707340754715,0.9891250490830261
2483,Macro_interstitial,SMG_Basal,-0.008690725493561126,-2.35405411352871,0.990715046239594
1931,Endothelia_vascular_venous_pulmonary,Secretory_Goblet,-0.008770121199892005,-2.3755600038278795,0.9912388284101739
2149,Fibro_immune_recruiting,Muscle_smooth_pulmonary,-0.009091530495694135,-2.4626200398939067,0.9931037002873051
1671,Endothelia_Lymphatic,Secretory_Goblet,-0.009273949921134395,-2.5120319329704217,0.9939980886932337
1183,Ciliated,Muscle_pericyte_airway,-0.009451652655245371,-2.560166217332432,0.9947688944731918
2160,Fibro_immune_recruiting,SMG_Duct,-0.00986307063969493,-2.6716068789193996,0.9962255485825728
2962,Muscle_smooth_pulmonary,SMG_Serous,-0.009919295474049804,-2.686836482327495,0.9963933872443465
1568,Dividing_Basal,Endothelia_vascular_arterial_systemic,-0.009978320382143678,-2.702824540839064,0.9965623485617525
2706,Mast_cell,Myoepithelial,-0.01004650027375989,-2.7212924068921334,0.9967486393304157
938,CD8_EM_EMRA,SMG_Basal,-0.010092212447676283,-2.7336744492343925,0.9968684032153434
1835,Endothelia_vascular_arterial_systemic,Endothelia_vascular_venous_systemic,-0.010121231553181691,-2.7415348453240562,0.9969423562970383
1866,Endothelia_vascular_arterial_systemic,Myoepithelial,-0.010187384656538769,-2.7594537158712615,0.9971050956013287
2408,MAIT,SMG_Basal,-0.010228591972890727,-2.7706155288450662,0.9972024776031579
1136,Chondrocyte,SMG_Serous,-0.010233375220392778,-2.7719111656094046,0.9972135878656206
1119,Chondrocyte,Muscle_airway,-0.010305727134406653,-2.7915091060727444,0.997376855929302
2236,Fibro_peribronchial,Muscle_smooth_pulmonary,-0.010482837496746297,-2.8394829348771515,0.997740664401073
1311,DC_2,Myoepithelial,-0.010513509422381757,-2.8477910298417775,0.9977988089317198
2849,Monocyte_CD16,SMG_Basal,-0.010784826091748998,-2.9212824917532214,0.9982570320526762
3058,NKT,SMG_Basal,-0.011215688950932086,-3.0379901805161627,0.9988091914246534
1478,Deuterosomal,Mesothelia,-0.011303181407992637,-3.0616892351691622,0.9988995408847396
2438,Macro_CHIT1,Myoepithelial,-0.011393184931114455,-3.086068461505786,0.9989858894130786
3147,Schwann_nonmyelinating,Suprabasal,-0.011711640345439544,-3.172328380614137,0.9992438904574552
1197,Ciliated,SMG_Duct,-0.011820988366254226,-3.2019474450289245,0.9993174905030764
2684,Macro_CCL,SMG_Basal,-0.011948728584956842,-3.236548398369672,0.9993950764576065
2772,Mesothelia,SMG_Duct,-0.012590140925219644,-3.4102875596379008,0.9996755279091576
585,Basal,Myoepithelial,-0.012615652377450087,-3.4171978387750865,0.999683653580631
2613,Macro_dividing,Myoepithelial,-0.012634731513500051,-3.4223657984275078,0.9996896063274492
3114,SMG_Basal,gdT,-0.012715628737463177,-3.4442784043410812,0.9997137071101165
2021,Erythrocyte,SMG_Basal,-0.012723125415433153,-3.4463090271729837,0.9997158499602461
2356,Ionocyte_n_Brush,Muscle_pericyte_airway,-0.012897056944577713,-3.4934218064177593,0.9997615636915395
3124,SMG_Mucous,SMG_Serous,-0.013336248501033616,-3.6123854868225873,0.9998483034504867
2116,Fibro_alveolar,SMG_Mucous,-0.01336780324518421,-3.6209327105640443,0.9998532285698997
1577,Dividing_Basal,Fibro_perichondrial,-0.013445793242142384,-3.642057836802297,0.9998647663577038
1161,Ciliated,Fibro_immune_recruiting,-0.013586691855563764,-3.680223000431137,0.9998834849627508
2824,Monocyte_CD14,SMG_Basal,-0.013595335228067995,-3.6825642280551625,0.999884550165929
1720,Endothelia_vascular_Cap_a,SMG_Mucous,-0.013770267397043947,-3.7299480503000875,0.9999042403729043
3013,NAF_endoneurial,SMG_Basal,-0.013784922161042594,-3.7339175816699792,0.9999057378953004
3121,SMG_Duct,Suprabasal,-0.013970475604276972,-3.784178385172394,0.9999228914065654
1461,Deuterosomal,Fibro_immune_recruiting,-0.014023300654661697,-3.7984870901530834,0.9999272089947799
2238,Fibro_peribronchial,Myoepithelial,-0.01428760742347153,-3.870079782479086,0.9999456001290247
2734,Megakaryocyte,Muscle_smooth_syst_arterial,-0.01441112590126298,-3.903537194171262,0.9999526015129423
2981,Muscle_smooth_syst_arterial,SMG_Serous,-0.014416326935783891,-3.904945996775559,0.9999528767856062
1178,Ciliated,Mesothelia,-0.014440320007246293,-3.9114449925859898,0.9999541272231535
1429,DC_plasmacytoid,Muscle_smooth_syst_arterial,-0.014973236268174211,-4.055795854563296,0.9999750180576384
1823,Endothelia_vascular_arterial_pulmonary,SMG_Basal,-0.014983225274399816,-4.058501573575233,0.9999753056996186
146,AT2,SMG_Basal,-0.015200945159293346,-4.117475291133144,0.999980847720886
1157,Ciliated,Endothelia_vascular_venous_systemic,-0.015233812517952751,-4.126378062358667,0.9999815739370151
1826,Endothelia_vascular_arterial_pulmonary,SMG_Serous,-0.015309313555767468,-4.146829005007253,0.9999831444182219
1979,Endothelia_vascular_venous_systemic,Secretory_Club,-0.015357457736502347,-4.159869804280614,0.9999840785470682
1980,Endothelia_vascular_venous_systemic,Secretory_Goblet,-0.015486340138666496,-4.194780140500618,0.9999863431804527
2860,Muscle_airway,Muscle_pericyte_airway,-0.015915460662579522,-4.311015883450442,0.999991874688459
2114,Fibro_alveolar,SMG_Basal,-0.01634196135101051,-4.426541992377442,0.9999952122125828
71,AT1,SMG_Serous,-0.016379007405383155,-4.43657664561215,0.9999954299599775
2705,Mast_cell,Muscle_smooth_syst_arterial,-0.01642661420779591,-4.449471885386405,0.9999956959151546
2580,Macro_alv,Myoepithelial,-0.016525528105861855,-4.476264662214969,0.9999962019843849
2771,Mesothelia,SMG_Basal,-0.01659376866142326,-4.4947489602920205,0.9999965173965173
70,AT1,SMG_Mucous,-0.017081136227216052,-4.626762061373744,0.999998142865951
2976,Muscle_smooth_syst_arterial,NK_CD56bright,-0.017274827258652665,-4.67922709086349,0.999998560208171
2129,Fibro_immune_recruiting,Ionocyte_n_Brush,-0.017581846148766928,-4.762389202213108,0.9999990434287798
553,Basal,Endothelia_vascular_venous_pulmonary,-0.017688930958769288,-4.791395231418526,0.9999991718725012
1094,Chondrocyte,Endothelia_vascular_venous_systemic,-0.017698960383978207,-4.794111898707911,0.9999991830147188
548,Basal,Endothelia_Lymphatic,-0.018198958139542226,-4.929546135367744,0.9999995878956465
2879,Muscle_airway,Secretory_Club,-0.018236308217858165,-4.939663139473488,0.9999996087117673
1773,Endothelia_vascular_Cap_g,SMG_Mucous,-0.018255911565153587,-4.9449730920630515,0.9999996192280867
2920,Muscle_pericyte_parenchyma,SMG_Mucous,-0.018351174269746827,-4.970776871250386,0.9999996665742084
2946,Muscle_perivascular_immune_recruiting,Secretory_Goblet,-0.018604430006780737,-5.039376174033695,0.9999997664741549
149,AT2,SMG_Serous,-0.01881399347383885,-5.096140565227387,0.9999998266761106
1981,Endothelia_vascular_venous_systemic,Suprabasal,-0.018871199423481436,-5.111635923028552,0.9999998403095492
2075,Fibro_adventitial,Secretory_Goblet,-0.019068696109589858,-5.1651317890165265,0.9999998798652137
3047,NK_CD16hi,SMG_Serous,-0.019112542251747165,-5.1770083799161295,0.9999998872639536
1459,Deuterosomal,Fibro_adventitial,-0.019210277703400728,-5.20348195133121,0.9999999022056218
1655,Endothelia_Lymphatic,Muscle_smooth_syst_arterial,-0.019489078458514875,-5.2790006252230075,0.999999935054819
2274,Fibro_perichondrial,Muscle_airway,-0.01955572974087066,-5.297054437360768,0.9999999411571905
2898,Muscle_pericyte_airway,SMG_Mucous,-0.01994573713717291,-5.402695619590277,0.9999999671765987
1666,Endothelia_Lymphatic,SMG_Mucous,-0.02008499807631285,-5.440417186895462,0.9999999734220275
1159,Ciliated,Fibro_adventitial,-0.020163953914439023,-5.461803930230725,0.9999999764339762
1060,CD8_TRM,Muscle_smooth_syst_arterial,-0.0202483775652493,-5.48467173828844,0.9999999792881056
365,B_plasma_IgA,Muscle_smooth_syst_arterial,-0.02031844850087786,-5.503651830845434,0.9999999813998067
1101,Chondrocyte,Fibro_perichondrial,-0.02032882357566627,-5.506462124128995,0.9999999816941656
1814,Endothelia_vascular_arterial_pulmonary,Muscle_smooth_syst_arterial,-0.020393700655685545,-5.524035358631253,0.9999999834349628
2510,Macro_AW_CX3CR1,Muscle_smooth_syst_arterial,-0.02045918024416266,-5.541771794412238,0.9999999850286816
1650,Endothelia_Lymphatic,Muscle_airway,-0.020625112763777063,-5.586717884431521,0.9999999884299413
594,Basal,SMG_Duct,-0.020755070075350476,-5.621919381029151,0.9999999905576302
2351,Ionocyte_n_Brush,Mesothelia,-0.02099137142483122,-5.685926254125034,0.9999999934947233
2150,Fibro_immune_recruiting,Muscle_smooth_syst_arterial,-0.02099792850918529,-5.687702369526204,0.9999999935620012
2161,Fibro_immune_recruiting,SMG_Mucous,-0.02130581950808636,-5.771100708711871,0.9999999960622307
2038,Fibro_adventitial,Ionocyte_n_Brush,-0.021369791744568125,-5.7884288485263315,0.9999999964476084
2929,Muscle_perivascular_immune_recruiting,Muscle_smooth_pulmonary,-0.021591514437667058,-5.848486805498844,0.999999997519675
554,Basal,Endothelia_vascular_venous_systemic,-0.02175278487565712,-5.892170078917427,0.9999999980942171
2733,Megakaryocyte,Muscle_smooth_pulmonary,-0.0221194784162473,-5.9914962442957105,0.9999999989604044
1718,Endothelia_vascular_Cap_a,SMG_Basal,-0.022135332991597638,-5.995790768193556,0.9999999989875119
2977,Muscle_smooth_syst_arterial,Neuroendocrine,-0.02223060941117593,-6.021598262354629,0.9999999991364844
1837,Endothelia_vascular_arterial_systemic,Fibro_adventitial,-0.02224795837460029,-6.026297570685657,0.9999999991612091
1310,DC_2,Muscle_smooth_syst_arterial,-0.022311942099508285,-6.0436288223665615,0.9999999992465702
439,B_plasma_IgG,Muscle_smooth_syst_arterial,-0.022374811162663107,-6.060658145964799,0.9999999993221715
2205,Fibro_myofibroblast,SMG_Mucous,-0.022558437372876144,-6.110396920457671,0.9999999995030817
2941,Muscle_perivascular_immune_recruiting,SMG_Mucous,-0.022698454925069673,-6.14832343130554,0.9999999996084689
2704,Mast_cell,Muscle_smooth_pulmonary,-0.02272162935143691,-6.154600680973463,0.9999999996236655
1428,DC_plasmacytoid,Muscle_smooth_pulmonary,-0.02274658162417831,-6.161359495336234,0.9999999996393848
3019,NAF_endoneurial,Secretory_Club,-0.022774758142398252,-6.168991660069743,0.9999999996563658
2975,Muscle_smooth_syst_arterial,NK_CD11d,-0.022865769454449257,-6.193643865880414,0.9999999997060551
2332,ILC,SMG_Serous,-0.023110390111203413,-6.259904187151965,0.999999999807393
1915,Endothelia_vascular_venous_pulmonary,Muscle_smooth_syst_arterial,-0.023114843688376734,-6.261110526216815,0.9999999998088772
2918,Muscle_pericyte_parenchyma,SMG_Basal,-0.024071020602442202,-6.520109869768129,0.9999999999648721
2852,Monocyte_CD16,SMG_Serous,-0.024351091016803033,-6.59597245586549,0.9999999999788761
2903,Muscle_pericyte_airway,Secretory_Goblet,-0.024528840720597935,-6.6441194628911875,0.9999999999847482
1924,Endothelia_vascular_venous_pulmonary,SMG_Basal,-0.02453616906788912,-6.64610449004444,0.9999999999849524
3061,NKT,SMG_Serous,-0.024540274425506405,-6.647216506986367,0.9999999999850656
438,B_plasma_IgG,Muscle_smooth_pulmonary,-0.024648501392748202,-6.67653191196827,0.9999999999877669
2827,Monocyte_CD14,SMG_Serous,-0.02466727879748448,-6.681618141753524,0.9999999999881841
1544,Dividing_AT2,Muscle_smooth_syst_arterial,-0.024770372845318165,-6.709543194450566,0.9999999999902383
2773,Mesothelia,SMG_Mucous,-0.024883301933428206,-6.74013226145072,0.9999999999920879
1926,Endothelia_vascular_venous_pulmonary,SMG_Mucous,-0.024998803618166057,-6.7714181668999345,0.9999999999936237
655,CD4_EM_Effector,Muscle_smooth_syst_arterial,-0.025557063744530772,-6.9226339138317154,0.9999999999977834
1133,Chondrocyte,SMG_Basal,-0.025571688718081582,-6.926595375872259,0.9999999999978445
2958,Muscle_smooth_pulmonary,Neuroendocrine,-0.02557445362856864,-6.927344306316607,0.9999999999978559
1887,Endothelia_vascular_venous_pulmonary,Fibro_adventitial,-0.025622395538849336,-6.940330316654905,0.9999999999980441
1914,Endothelia_vascular_venous_pulmonary,Muscle_smooth_pulmonary,-0.025742614814953362,-6.972894074611339,0.9999999999984476
2012,Erythrocyte,Muscle_smooth_syst_arterial,-0.025906639017447167,-7.0173232593652335,0.9999999999988692
806,CD4_naive_CM,SMG_Serous,-0.025929101444187152,-7.023407649915398,0.9999999999989174
2145,Fibro_immune_recruiting,Muscle_airway,-0.02598092325453405,-7.037444607578829,0.999999999999021
1771,Endothelia_vascular_Cap_g,SMG_Basal,-0.026040955002307232,-7.053705388441426,0.9999999999991289
725,CD4_TRM,Muscle_smooth_syst_arterial,-0.026209626057400643,-7.099393264714822,0.9999999999993735
511,B_plasmablast,Muscle_smooth_pulmonary,-0.02625920676332382,-7.112823175119493,0.9999999999994316
1123,Chondrocyte,Muscle_smooth_pulmonary,-0.026306370893417978,-7.125598508380382,0.9999999999994819
2973,Muscle_smooth_syst_arterial,NK_CD16hi,-0.02644849790527629,-7.164096407912071,0.9999999999996085
2579,Macro_alv,Muscle_smooth_syst_arterial,-0.02653616109508195,-7.187841708890677,0.9999999999996709
1249,DC_1,Muscle_smooth_syst_arterial,-0.026629422895071708,-7.21310350366991,0.9999999999997266
1813,Endothelia_vascular_arterial_pulmonary,Muscle_smooth_pulmonary,-0.02664172046705351,-7.216434543170769,0.9999999999997332
941,CD8_EM_EMRA,SMG_Serous,-0.026766700019639905,-7.250287715738578,0.999999999999792
214,B_memory,Muscle_smooth_syst_arterial,-0.02678795790613731,-7.256045832847583,0.9999999999998007
290,B_naive,Muscle_smooth_syst_arterial,-0.026963185034686393,-7.303509550700415,0.9999999999998598
2437,Macro_CHIT1,Muscle_smooth_syst_arterial,-0.026993231988101385,-7.311648359633912,0.9999999999998681
1087,Chondrocyte,Dividing_Basal,-0.02699353284875893,-7.311729853666719,0.9999999999998681
2957,Muscle_smooth_pulmonary,NK_CD56bright,-0.027006435229254954,-7.315224717461863,0.9999999999998715
793,CD4_naive_CM,Muscle_smooth_pulmonary,-0.027102207798311476,-7.34116660347791,0.9999999999998941
2987,Muscle_smooth_syst_arterial,T_reg,-0.027196069335959118,-7.366590849010146,0.9999999999999125
794,CD4_naive_CM,Muscle_smooth_syst_arterial,-0.027211130529453138,-7.370670469811139,0.9999999999999151
1932,Endothelia_vascular_venous_pulmonary,Suprabasal,-0.027248023937554145,-7.380663775797689,0.9999999999999213
320,B_plasma_IgA,Chondrocyte,-0.027362294028720473,-7.411616079878941,0.9999999999999376
2117,Fibro_alveolar,SMG_Serous,-0.02745195373215045,-7.435902175882489,0.999999999999948
2545,Macro_alveolar_metallothioneins,Muscle_smooth_syst_arterial,-0.027711039654743884,-7.506080699216395,0.9999999999999696
1370,DC_activated,Muscle_smooth_syst_arterial,-0.027712619725577127,-7.5065086925119395,0.9999999999999697
1556,Dividing_AT2,SMG_Serous,-0.027859720805281138,-7.546353916255147,0.9999999999999776
